date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202125,AG,male,7657,sex,348814,165953,2.2,47.58,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.535,53.5
202126,AG,male,5043,sex,348814,170996,1.45,49.02,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.514,51.4
202127,AG,male,3108,sex,348814,174104,0.89,49.91,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.532,53.2
202128,AG,male,3142,sex,348814,177246,0.9,50.81,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.542,54.2
202129,AG,male,2446,sex,348814,179692,0.7,51.52,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.51,51
202130,AG,male,2548,sex,348814,182240,0.73,52.25,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.52,52
202131,AG,male,2745,sex,348814,184985,0.79,53.03,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.507,50.7
202132,AG,male,2459,sex,348814,187444,0.7,53.74,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.513,51.300000000000004
202133,AG,male,3227,sex,348814,190671,0.93,54.66,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.492,49.2
202134,AG,male,4535,sex,348814,195206,1.3,55.96,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.499,49.9
202135,AG,male,4632,sex,348814,199838,1.33,57.29,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.503,50.3
202136,AG,male,6051,sex,348814,205889,1.73,59.03,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.523,52.300000000000004
202137,AG,male,6509,sex,348814,212398,1.87,60.89,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.54,54
202138,AG,male,3763,sex,348814,216161,1.08,61.97,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.517,51.7
202139,AG,male,2357,sex,348814,218518,0.68,62.65,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.51,51
202140,AG,male,1932,sex,348814,220450,0.55,63.2,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.513,51.300000000000004
202141,AG,male,1898,sex,348814,222348,0.54,63.74,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.52,52
202142,AG,male,1522,sex,348814,223870,0.44,64.18,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.525,52.5
202143,AG,male,1362,sex,348814,225232,0.39,64.57,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.536,53.6
202144,AG,male,1110,sex,348814,226342,0.32,64.89,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.539,53.900000000000006
202145,AG,male,1598,sex,348814,227940,0.46,65.35,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.524,52.400000000000006
202146,AG,male,1341,sex,348814,229281,0.38,65.73,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.523,52.300000000000004
202052,AG,female,6,sex,345258,6,0,0,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.75,75
202053,AG,female,132,sex,345258,138,0.04,0.04,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.706,70.6
202101,AG,female,1314,sex,345258,1452,0.38,0.42,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.525,52.5
202102,AG,female,1876,sex,345258,3328,0.54,0.96,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.549,54.900000000000006
202103,AG,female,3394,sex,345258,6722,0.98,1.95,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.542,54.2
202104,AG,female,3270,sex,345258,9992,0.95,2.89,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.578,57.8
202105,AG,female,3564,sex,345258,13556,1.03,3.93,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.6,60
202106,AG,female,3034,sex,345258,16590,0.88,4.81,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.6,60
202107,AG,female,2858,sex,345258,19448,0.83,5.63,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.544,54.400000000000006
202108,AG,female,4286,sex,345258,23734,1.24,6.87,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.525,52.5
202109,AG,female,4211,sex,345258,27945,1.22,8.09,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.537,53.7
202110,AG,female,4697,sex,345258,32642,1.36,9.45,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.537,53.7
202111,AG,female,2826,sex,345258,35468,0.82,10.27,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.536,53.6
202112,AG,female,4231,sex,345258,39699,1.23,11.5,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.526,52.6
202113,AG,female,4999,sex,345258,44698,1.45,12.95,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.525,52.5
202114,AG,female,6539,sex,345258,51237,1.89,14.84,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.533,53.300000000000004
202115,AG,female,10715,sex,345258,61952,3.1,17.94,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.571,57.099999999999994
202116,AG,female,11208,sex,345258,73160,3.25,21.19,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.509,50.9
202117,AG,female,8178,sex,345258,81338,2.37,23.56,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.52,52
202118,AG,female,11837,sex,345258,93175,3.43,26.99,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.505,50.5
202119,AG,female,9716,sex,345258,102891,2.81,29.8,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.525,52.5
202120,AG,female,9261,sex,345258,112152,2.68,32.48,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.507,50.7
202121,AG,female,11958,sex,345258,124110,3.46,35.95,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.483,48.3
202122,AG,female,12601,sex,345258,136711,3.65,39.6,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.461,46.1
202123,AG,female,14595,sex,345258,151306,4.23,43.82,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.453,45.300000000000004
202124,AG,female,11584,sex,345258,162890,3.36,47.18,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.443,44.3
202125,AG,female,6655,sex,345258,169545,1.93,49.11,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.465,46.5
202126,AG,female,4758,sex,345258,174303,1.38,50.48,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.485,48.5
202127,AG,female,2733,sex,345258,177036,0.79,51.28,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.468,46.800000000000004
202128,AG,female,2655,sex,345258,179691,0.77,52.05,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.458,45.800000000000004
202129,AG,female,2346,sex,345258,182037,0.68,52.72,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.489,48.9
202130,AG,female,2355,sex,345258,184392,0.68,53.41,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.48,48
202131,AG,female,2673,sex,345258,187065,0.77,54.18,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.493,49.3
202132,AG,female,2339,sex,345258,189404,0.68,54.86,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.487,48.699999999999996
202133,AG,female,3329,sex,345258,192733,0.96,55.82,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.508,50.8
202134,AG,female,4551,sex,345258,197284,1.32,57.14,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.501,50.1
202135,AG,female,4577,sex,345258,201861,1.33,58.47,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.497,49.7
202136,AG,female,5513,sex,345258,207374,1.6,60.06,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.477,47.699999999999996
202137,AG,female,5547,sex,345258,212921,1.61,61.67,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.46,46
202138,AG,female,3519,sex,345258,216440,1.02,62.69,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.483,48.3
202139,AG,female,2266,sex,345258,218706,0.66,63.35,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.49,49
202140,AG,female,1831,sex,345258,220537,0.53,63.88,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.487,48.699999999999996
202141,AG,female,1747,sex,345258,222284,0.51,64.38,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.479,47.9
202142,AG,female,1379,sex,345258,223663,0.4,64.78,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.475,47.5
202143,AG,female,1179,sex,345258,224842,0.34,65.12,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.464,46.400000000000006
202144,AG,female,949,sex,345258,225791,0.27,65.4,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.461,46.1
202145,AG,female,1451,sex,345258,227242,0.42,65.82,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.476,47.599999999999994
202146,AG,female,1222,sex,345258,228464,0.35,66.17,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.477,47.699999999999996
202052,AG,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202053,AG,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202101,AG,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202102,AG,unknown,1,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202103,AG,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202104,AG,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202105,AG,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202106,AG,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202107,AG,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202108,AG,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202109,AG,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202110,AG,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202111,AG,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202112,AG,unknown,1,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202113,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202114,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202115,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202116,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202117,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202118,AG,unknown,1,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202119,AG,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202120,AG,unknown,2,sex,NA,5,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202121,AG,unknown,3,sex,NA,8,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202122,AG,unknown,3,sex,NA,11,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202123,AG,unknown,0,sex,NA,11,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202124,AG,unknown,0,sex,NA,11,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202125,AG,unknown,0,sex,NA,11,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202126,AG,unknown,3,sex,NA,14,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202127,AG,unknown,0,sex,NA,14,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202128,AG,unknown,0,sex,NA,14,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202129,AG,unknown,1,sex,NA,15,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202130,AG,unknown,1,sex,NA,16,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202131,AG,unknown,1,sex,NA,17,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202132,AG,unknown,0,sex,NA,17,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202133,AG,unknown,0,sex,NA,17,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202134,AG,unknown,0,sex,NA,17,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202135,AG,unknown,2,sex,NA,19,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202136,AG,unknown,2,sex,NA,21,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202137,AG,unknown,3,sex,NA,24,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202138,AG,unknown,0,sex,NA,24,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202139,AG,unknown,0,sex,NA,24,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202140,AG,unknown,0,sex,NA,24,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202141,AG,unknown,2,sex,NA,26,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.001,0.1
202142,AG,unknown,0,sex,NA,26,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202143,AG,unknown,0,sex,NA,26,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202144,AG,unknown,0,sex,NA,26,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202145,AG,unknown,0,sex,NA,26,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202146,AG,unknown,1,sex,NA,27,NA,NA,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0,0
202052,AI,male,8,sex,8361,8,0.1,0.1,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.195,19.5
202053,AI,male,0,sex,8361,8,0,0.1,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,NA,NA
202101,AI,male,150,sex,8361,158,1.79,1.89,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.523,52.300000000000004
202102,AI,male,86,sex,8361,244,1.03,2.92,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.503,50.3
202103,AI,male,170,sex,8361,414,2.03,4.95,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.484,48.4
202104,AI,male,42,sex,8361,456,0.5,5.45,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.42,42
202105,AI,male,10,sex,8361,466,0.12,5.57,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.37,37
202106,AI,male,39,sex,8361,505,0.47,6.04,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.375,37.5
202107,AI,male,12,sex,8361,517,0.14,6.18,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.414,41.4
202108,AI,male,29,sex,8361,546,0.35,6.53,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.509,50.9
202109,AI,male,39,sex,8361,585,0.47,7,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.506,50.6
202110,AI,male,12,sex,8361,597,0.14,7.14,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.667,66.7
202111,AI,male,13,sex,8361,610,0.16,7.3,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.464,46.400000000000006
202112,AI,male,96,sex,8361,706,1.15,8.44,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.39,39
202113,AI,male,263,sex,8361,969,3.15,11.59,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.494,49.4
202114,AI,male,145,sex,8361,1114,1.73,13.32,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.48,48
202115,AI,male,51,sex,8361,1165,0.61,13.93,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.52,52
202116,AI,male,227,sex,8361,1392,2.71,16.65,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.518,51.800000000000004
202117,AI,male,233,sex,8361,1625,2.79,19.44,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.528,52.800000000000004
202118,AI,male,191,sex,8361,1816,2.28,21.72,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.501,50.1
202119,AI,male,218,sex,8361,2034,2.61,24.33,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.52,52
202120,AI,male,186,sex,8361,2220,2.22,26.55,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.55,55.00000000000001
202121,AI,male,365,sex,8361,2585,4.37,30.92,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.533,53.300000000000004
202122,AI,male,418,sex,8361,3003,5,35.92,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.546,54.6
202123,AI,male,189,sex,8361,3192,2.26,38.18,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.553,55.300000000000004
202124,AI,male,66,sex,8361,3258,0.79,38.97,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.485,48.5
202125,AI,male,78,sex,8361,3336,0.93,39.9,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.65,65
202126,AI,male,58,sex,8361,3394,0.69,40.59,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.592,59.199999999999996
202127,AI,male,55,sex,8361,3449,0.66,41.25,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.64,64
202128,AI,male,50,sex,8361,3499,0.6,41.85,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.543,54.300000000000004
202129,AI,male,16,sex,8361,3515,0.19,42.04,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.471,47.099999999999994
202130,AI,male,46,sex,8361,3561,0.55,42.59,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.495,49.5
202131,AI,male,51,sex,8361,3612,0.61,43.2,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.515,51.5
202132,AI,male,43,sex,8361,3655,0.51,43.71,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.494,49.4
202133,AI,male,65,sex,8361,3720,0.78,44.49,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.485,48.5
202134,AI,male,122,sex,8361,3842,1.46,45.95,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.502,50.2
202135,AI,male,105,sex,8361,3947,1.26,47.21,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.482,48.199999999999996
202136,AI,male,122,sex,8361,4069,1.46,48.67,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.547,54.7
202137,AI,male,200,sex,8361,4269,2.39,51.06,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.543,54.300000000000004
202138,AI,male,68,sex,8361,4337,0.81,51.87,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.496,49.6
202139,AI,male,44,sex,8361,4381,0.53,52.4,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.444,44.4
202140,AI,male,53,sex,8361,4434,0.63,53.03,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.546,54.6
202141,AI,male,34,sex,8361,4468,0.41,53.44,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.531,53.1
202142,AI,male,21,sex,8361,4489,0.25,53.69,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.488,48.8
202143,AI,male,15,sex,8361,4504,0.18,53.87,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.326,32.6
202144,AI,male,16,sex,8361,4520,0.19,54.06,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.516,51.6
202145,AI,male,46,sex,8361,4566,0.55,54.61,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.523,52.300000000000004
202146,AI,male,21,sex,8361,4587,0.25,54.86,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.656,65.60000000000001
202052,AI,female,33,sex,7932,33,0.42,0.42,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.805,80.5
202053,AI,female,0,sex,7932,33,0,0.42,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,NA,NA
202101,AI,female,137,sex,7932,170,1.73,2.14,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.477,47.699999999999996
202102,AI,female,85,sex,7932,255,1.07,3.21,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.497,49.7
202103,AI,female,181,sex,7932,436,2.28,5.5,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.516,51.6
202104,AI,female,58,sex,7932,494,0.73,6.23,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.58,57.99999999999999
202105,AI,female,17,sex,7932,511,0.21,6.44,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.63,63
202106,AI,female,65,sex,7932,576,0.82,7.26,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.625,62.5
202107,AI,female,17,sex,7932,593,0.21,7.48,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.586,58.599999999999994
202108,AI,female,28,sex,7932,621,0.35,7.83,COVID19AtLeastOneDosePersons,2021-11-25_07-51-54,detailed,0.491,49.1
