date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202116,AG,age,2338,indication,694072,34134,4.9,0.284,28.4,47.4,0.34,4.92,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202117,AG,age,1569,indication,694072,35703,5.1,0.161,16.1,43.7,0.23,5.14,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202118,AG,age,2482,indication,694072,38185,5.5,0.205,20.5,40.699999999999996,0.36,5.5,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202119,AG,age,1820,indication,694072,40005,5.8,0.126,12.6,36.9,0.26,5.76,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202120,AG,age,1544,indication,694072,41549,6,0.072,7.199999999999999,32,0.22,5.99,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202121,AG,age,852,indication,694072,42401,6.1,0.049,4.9,28.799999999999997,0.12,6.11,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202122,AG,age,2102,indication,694072,44503,6.4,0.081,8.1,25.7,0.3,6.41,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202123,AG,age,1553,indication,694072,46056,6.6,0.08,8,23.9,0.22,6.64,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202124,AG,age,1500,indication,694072,47556,6.9,0.084,8.4,22.6,0.22,6.85,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202125,AG,age,1182,indication,694072,48738,7,0.05,5,20.8,0.17,7.02,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202126,AG,age,1205,indication,694072,49943,7.2,0.046,4.6,19.2,0.17,7.2,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202127,AG,age,863,indication,694072,50806,7.3,0.028,2.8000000000000003,17.4,0.12,7.32,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202128,AG,age,500,indication,694072,51306,7.4,0.021,2.1,16.2,0.07,7.39,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202129,AG,age,530,indication,694072,51836,7.5,0.036,3.5999999999999996,15.7,0.08,7.47,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202130,AG,age,459,indication,694072,52295,7.5,0.047,4.7,15.4,0.07,7.53,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202131,AG,age,597,indication,694072,52892,7.6,0.084,8.4,15.2,0.09,7.62,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202132,AG,age,804,indication,694072,53696,7.7,0.13,13,15.2,0.12,7.74,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202133,AG,age,708,indication,694072,54404,7.8,0.134,13.4,15.1,0.1,7.84,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202134,AG,age,639,indication,694072,55043,7.9,0.105,10.5,15.1,0.09,7.93,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202135,AG,age,494,indication,694072,55537,8,0.089,8.9,15,0.07,8,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202136,AG,age,571,indication,694072,56108,8.1,0.095,9.5,14.899999999999999,0.08,8.08,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202137,AG,age,678,indication,694072,56786,8.2,0.091,9.1,14.799999999999999,0.1,8.18,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202138,AG,age,977,indication,694072,57763,8.3,0.109,10.9,14.7,0.14,8.32,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202139,AG,age,1027,indication,694072,58790,8.5,0.106,10.6,14.6,0.15,8.47,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202140,AG,age,795,indication,694072,59585,8.6,0.08,8,14.399999999999999,0.11,8.58,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202141,AG,age,1120,indication,694072,60705,8.7,0.106,10.6,14.299999999999999,0.16,8.75,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202142,AG,age,1005,indication,694072,61710,8.9,0.127,12.7,14.299999999999999,0.14,8.89,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202143,AG,age,763,indication,694072,62473,9,0.134,13.4,14.299999999999999,0.11,9,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202144,AG,age,356,indication,694072,62829,9.1,0.097,9.700000000000001,14.299999999999999,0.05,9.05,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202052,AG,chronic_disease,0,indication,694072,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202053,AG,chronic_disease,0,indication,694072,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202101,AG,chronic_disease,1,indication,694072,1,0,0.25,25,16.7,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202102,AG,chronic_disease,1,indication,694072,2,0,0.071,7.1,10,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202103,AG,chronic_disease,9,indication,694072,11,0,0.055,5.5,5.8999999999999995,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202104,AG,chronic_disease,97,indication,694072,108,0,0.125,12.5,11.3,0.01,0.02,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202105,AG,chronic_disease,432,indication,694072,540,0.1,0.167,16.7,15.299999999999999,0.06,0.08,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202106,AG,chronic_disease,410,indication,694072,950,0.1,0.16,16,15.6,0.06,0.14,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202107,AG,chronic_disease,990,indication,694072,1940,0.3,0.187,18.7,17.1,0.14,0.28,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202108,AG,chronic_disease,1466,indication,694072,3406,0.5,0.225,22.5,19,0.21,0.49,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202109,AG,chronic_disease,1595,indication,694072,5001,0.7,0.268,26.8,21,0.23,0.72,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202110,AG,chronic_disease,1255,indication,694072,6256,0.9,0.268,26.8,21.9,0.18,0.9,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202111,AG,chronic_disease,1521,indication,694072,7777,1.1,0.295,29.5,23.1,0.22,1.12,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202112,AG,chronic_disease,2546,indication,694072,10323,1.5,0.302,30.2,24.5,0.37,1.49,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202113,AG,chronic_disease,1875,indication,694072,12198,1.8,0.295,29.5,25.2,0.27,1.76,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202114,AG,chronic_disease,2977,indication,694072,15175,2.2,0.335,33.5,26.400000000000002,0.43,2.19,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202115,AG,chronic_disease,2165,indication,694072,17340,2.5,0.337,33.7,27.200000000000003,0.31,2.5,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202116,AG,chronic_disease,2986,indication,694072,20326,2.9,0.362,36.199999999999996,28.199999999999996,0.43,2.93,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202117,AG,chronic_disease,3189,indication,694072,23515,3.4,0.327,32.7,28.7,0.46,3.39,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202118,AG,chronic_disease,4069,indication,694072,27584,4,0.335,33.5,29.4,0.59,3.97,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202119,AG,chronic_disease,4216,indication,694072,31800,4.6,0.293,29.299999999999997,29.4,0.61,4.58,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202120,AG,chronic_disease,7584,indication,694072,39384,5.7,0.354,35.4,30.4,1.09,5.67,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202121,AG,chronic_disease,5206,indication,694072,44590,6.4,0.299,29.9,30.3,0.75,6.42,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202122,AG,chronic_disease,5853,indication,694072,50443,7.3,0.225,22.5,29.099999999999998,0.84,7.27,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202123,AG,chronic_disease,3605,indication,694072,54048,7.8,0.186,18.6,28.1,0.52,7.79,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202124,AG,chronic_disease,2556,indication,694072,56604,8.2,0.143,14.299999999999999,26.900000000000002,0.37,8.16,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202125,AG,chronic_disease,2077,indication,694072,58681,8.5,0.087,8.7,25.1,0.3,8.45,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202126,AG,chronic_disease,1531,indication,694072,60212,8.7,0.058,5.800000000000001,23.1,0.22,8.68,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202127,AG,chronic_disease,1404,indication,694072,61616,8.9,0.045,4.5,21.099999999999998,0.2,8.88,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202128,AG,chronic_disease,1210,indication,694072,62826,9.1,0.05,5,19.900000000000002,0.17,9.05,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202129,AG,chronic_disease,912,indication,694072,63738,9.2,0.062,6.2,19.3,0.13,9.18,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202130,AG,chronic_disease,568,indication,694072,64306,9.3,0.058,5.800000000000001,18.9,0.08,9.27,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202131,AG,chronic_disease,417,indication,694072,64723,9.3,0.059,5.8999999999999995,18.6,0.06,9.33,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202132,AG,chronic_disease,444,indication,694072,65167,9.4,0.072,7.199999999999999,18.4,0.06,9.39,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202133,AG,chronic_disease,373,indication,694072,65540,9.4,0.07,7.000000000000001,18.3,0.05,9.44,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202134,AG,chronic_disease,419,indication,694072,65959,9.5,0.069,6.9,18.099999999999998,0.06,9.5,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202135,AG,chronic_disease,407,indication,694072,66366,9.6,0.073,7.3,17.9,0.06,9.56,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202136,AG,chronic_disease,418,indication,694072,66784,9.6,0.069,6.9,17.7,0.06,9.62,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202137,AG,chronic_disease,461,indication,694072,67245,9.7,0.062,6.2,17.5,0.07,9.69,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202138,AG,chronic_disease,552,indication,694072,67797,9.8,0.061,6.1,17.2,0.08,9.77,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202139,AG,chronic_disease,661,indication,694072,68458,9.9,0.068,6.800000000000001,17,0.1,9.86,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202140,AG,chronic_disease,739,indication,694072,69197,10,0.074,7.3999999999999995,16.8,0.11,9.97,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202141,AG,chronic_disease,721,indication,694072,69918,10.1,0.068,6.800000000000001,16.5,0.1,10.07,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202142,AG,chronic_disease,536,indication,694072,70454,10.2,0.068,6.800000000000001,16.3,0.08,10.15,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202143,AG,chronic_disease,356,indication,694072,70810,10.2,0.062,6.2,16.2,0.05,10.2,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202144,AG,chronic_disease,247,indication,694072,71057,10.2,0.068,6.800000000000001,16.1,0.04,10.24,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202052,AG,med_prof,0,indication,694072,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202053,AG,med_prof,1,indication,694072,1,0,0.5,50,50,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202101,AG,med_prof,0,indication,694072,1,0,0,0,16.7,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202102,AG,med_prof,9,indication,694072,10,0,0.643,64.3,50,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202103,AG,med_prof,144,indication,694072,154,0,0.873,87.3,83.2,0.02,0.02,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202104,AG,med_prof,161,indication,694072,315,0,0.208,20.8,32.9,0.02,0.05,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202105,AG,med_prof,350,indication,694072,665,0.1,0.136,13.600000000000001,18.8,0.05,0.1,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202106,AG,med_prof,387,indication,694072,1052,0.2,0.151,15.1,17.299999999999997,0.06,0.15,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202107,AG,med_prof,432,indication,694072,1484,0.2,0.082,8.200000000000001,13,0.06,0.21,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202108,AG,med_prof,844,indication,694072,2328,0.3,0.129,12.9,13,0.12,0.34,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202109,AG,med_prof,784,indication,694072,3112,0.4,0.132,13.200000000000001,13,0.11,0.45,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202110,AG,med_prof,1156,indication,694072,4268,0.6,0.247,24.7,15,0.17,0.61,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202111,AG,med_prof,989,indication,694072,5257,0.8,0.192,19.2,15.6,0.14,0.76,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202112,AG,med_prof,816,indication,694072,6073,0.9,0.097,9.700000000000001,14.399999999999999,0.12,0.87,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202113,AG,med_prof,480,indication,694072,6553,0.9,0.075,7.5,13.5,0.07,0.94,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202114,AG,med_prof,781,indication,694072,7334,1.1,0.088,8.799999999999999,12.8,0.11,1.06,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202115,AG,med_prof,554,indication,694072,7888,1.1,0.086,8.6,12.4,0.08,1.14,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202116,AG,med_prof,750,indication,694072,8638,1.2,0.091,9.1,12,0.11,1.24,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202117,AG,med_prof,629,indication,694072,9267,1.3,0.064,6.4,11.3,0.09,1.34,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202118,AG,med_prof,861,indication,694072,10128,1.5,0.071,7.1,10.8,0.12,1.46,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202119,AG,med_prof,3358,indication,694072,13486,1.9,0.233,23.3,12.4,0.48,1.94,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202120,AG,med_prof,3436,indication,694072,16922,2.4,0.16,16,13,0.5,2.44,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202121,AG,med_prof,1674,indication,694072,18596,2.7,0.096,9.6,12.6,0.24,2.68,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202122,AG,med_prof,1775,indication,694072,20371,2.9,0.068,6.800000000000001,11.799999999999999,0.26,2.93,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202123,AG,med_prof,1299,indication,694072,21670,3.1,0.067,6.7,11.3,0.19,3.12,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202124,AG,med_prof,1134,indication,694072,22804,3.3,0.064,6.4,10.8,0.16,3.29,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202125,AG,med_prof,914,indication,694072,23718,3.4,0.038,3.8,10.100000000000001,0.13,3.42,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202126,AG,med_prof,557,indication,694072,24275,3.5,0.021,2.1,9.3,0.08,3.5,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202127,AG,med_prof,519,indication,694072,24794,3.6,0.017,1.7000000000000002,8.5,0.07,3.57,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202128,AG,med_prof,312,indication,694072,25106,3.6,0.013,1.3,7.9,0.04,3.62,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202129,AG,med_prof,232,indication,694072,25338,3.7,0.016,1.6,7.7,0.03,3.65,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202130,AG,med_prof,231,indication,694072,25569,3.7,0.024,2.4,7.5,0.03,3.68,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202131,AG,med_prof,151,indication,694072,25720,3.7,0.021,2.1,7.3999999999999995,0.02,3.71,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202132,AG,med_prof,135,indication,694072,25855,3.7,0.022,2.1999999999999997,7.3,0.02,3.73,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202133,AG,med_prof,139,indication,694072,25994,3.7,0.026,2.6,7.199999999999999,0.02,3.75,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202134,AG,med_prof,178,indication,694072,26172,3.8,0.029,2.9000000000000004,7.199999999999999,0.03,3.77,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202135,AG,med_prof,143,indication,694072,26315,3.8,0.026,2.6,7.1,0.02,3.79,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202136,AG,med_prof,161,indication,694072,26476,3.8,0.027,2.7,7.000000000000001,0.02,3.81,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202137,AG,med_prof,192,indication,694072,26668,3.8,0.026,2.6,6.9,0.03,3.84,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202138,AG,med_prof,260,indication,694072,26928,3.9,0.029,2.9000000000000004,6.800000000000001,0.04,3.88,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202139,AG,med_prof,269,indication,694072,27197,3.9,0.028,2.8000000000000003,6.7,0.04,3.92,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202140,AG,med_prof,279,indication,694072,27476,4,0.028,2.8000000000000003,6.7,0.04,3.96,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202141,AG,med_prof,233,indication,694072,27709,4,0.022,2.1999999999999997,6.5,0.03,3.99,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202142,AG,med_prof,168,indication,694072,27877,4,0.021,2.1,6.5,0.02,4.02,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202143,AG,med_prof,117,indication,694072,27994,4,0.021,2.1,6.4,0.02,4.03,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202144,AG,med_prof,92,indication,694072,28086,4,0.025,2.5,6.4,0.01,4.05,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202052,AG,contact_vuln,0,indication,694072,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202053,AG,contact_vuln,0,indication,694072,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202101,AG,contact_vuln,0,indication,694072,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202102,AG,contact_vuln,0,indication,694072,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202103,AG,contact_vuln,0,indication,694072,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202104,AG,contact_vuln,2,indication,694072,2,0,0.003,0.3,0.2,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202105,AG,contact_vuln,24,indication,694072,26,0,0.009,0.8999999999999999,0.7000000000000001,0,0,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202106,AG,contact_vuln,52,indication,694072,78,0,0.02,2,1.3,0.01,0.01,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202107,AG,contact_vuln,80,indication,694072,158,0,0.015,1.5,1.4000000000000001,0.01,0.02,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202108,AG,contact_vuln,88,indication,694072,246,0,0.013,1.3,1.4000000000000001,0.01,0.04,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202109,AG,contact_vuln,152,indication,694072,398,0.1,0.026,2.6,1.7000000000000002,0.02,0.06,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202110,AG,contact_vuln,99,indication,694072,497,0.1,0.021,2.1,1.7000000000000002,0.01,0.07,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202111,AG,contact_vuln,82,indication,694072,579,0.1,0.016,1.6,1.7000000000000002,0.01,0.08,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202112,AG,contact_vuln,95,indication,694072,674,0.1,0.011,1.0999999999999999,1.6,0.01,0.1,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202113,AG,contact_vuln,84,indication,694072,758,0.1,0.013,1.3,1.6,0.01,0.11,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202114,AG,contact_vuln,210,indication,694072,968,0.1,0.024,2.4,1.7000000000000002,0.03,0.14,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202115,AG,contact_vuln,422,indication,694072,1390,0.2,0.066,6.6000000000000005,2.1999999999999997,0.06,0.2,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202116,AG,contact_vuln,423,indication,694072,1813,0.3,0.051,5.1,2.5,0.06,0.26,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202117,AG,contact_vuln,900,indication,694072,2713,0.4,0.092,9.2,3.3000000000000003,0.13,0.39,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202118,AG,contact_vuln,983,indication,694072,3696,0.5,0.081,8.1,3.9,0.14,0.53,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202119,AG,contact_vuln,953,indication,694072,4649,0.7,0.066,6.6000000000000005,4.3,0.14,0.67,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202120,AG,contact_vuln,1717,indication,694072,6366,0.9,0.08,8,4.9,0.25,0.92,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202121,AG,contact_vuln,6739,indication,694072,13105,1.9,0.387,38.7,8.9,0.97,1.89,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202122,AG,contact_vuln,12033,indication,694072,25138,3.6,0.462,46.2,14.499999999999998,1.73,3.62,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202123,AG,contact_vuln,3850,indication,694072,28988,4.2,0.199,19.900000000000002,15.1,0.55,4.18,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202124,AG,contact_vuln,1194,indication,694072,30182,4.3,0.067,6.7,14.299999999999999,0.17,4.35,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202125,AG,contact_vuln,846,indication,694072,31028,4.5,0.036,3.5999999999999996,13.200000000000001,0.12,4.47,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202126,AG,contact_vuln,628,indication,694072,31656,4.6,0.024,2.4,12.1,0.09,4.56,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202127,AG,contact_vuln,1080,indication,694072,32736,4.7,0.035,3.5000000000000004,11.200000000000001,0.16,4.72,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202128,AG,contact_vuln,1895,indication,694072,34631,5,0.078,7.8,11,0.27,4.99,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202129,AG,contact_vuln,1447,indication,694072,36078,5.2,0.099,9.9,10.9,0.21,5.2,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202130,AG,contact_vuln,954,indication,694072,37032,5.3,0.097,9.700000000000001,10.9,0.14,5.34,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202131,AG,contact_vuln,498,indication,694072,37530,5.4,0.07,7.000000000000001,10.8,0.07,5.41,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202132,AG,contact_vuln,309,indication,694072,37839,5.5,0.05,5,10.7,0.04,5.45,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202133,AG,contact_vuln,216,indication,694072,38055,5.5,0.041,4.1000000000000005,10.6,0.03,5.48,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202134,AG,contact_vuln,287,indication,694072,38342,5.5,0.047,4.7,10.5,0.04,5.52,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202135,AG,contact_vuln,268,indication,694072,38610,5.6,0.048,4.8,10.4,0.04,5.56,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202136,AG,contact_vuln,277,indication,694072,38887,5.6,0.046,4.6,10.299999999999999,0.04,5.6,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
202137,AG,contact_vuln,275,indication,694072,39162,5.6,0.037,3.6999999999999997,10.2,0.04,5.64,COVID19FullyVaccPersons,2021-11-10_08-01-30,detailed
