date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202130,AG,male,2543,sex,348814,181636,0.73,52.07,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.519,51.9
202131,AG,male,2742,sex,348814,184378,0.79,52.86,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.506,50.6
202132,AG,male,2450,sex,348814,186828,0.7,53.56,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.512,51.2
202133,AG,male,3216,sex,348814,190044,0.92,54.48,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.491,49.1
202134,AG,male,4527,sex,348814,194571,1.3,55.78,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.499,49.9
202135,AG,male,4630,sex,348814,199201,1.33,57.11,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.503,50.3
202136,AG,male,6041,sex,348814,205242,1.73,58.84,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.523,52.300000000000004
202137,AG,male,6506,sex,348814,211748,1.87,60.71,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.54,54
202138,AG,male,3758,sex,348814,215506,1.08,61.78,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.516,51.6
202139,AG,male,2354,sex,348814,217860,0.67,62.46,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.51,51
202140,AG,male,1922,sex,348814,219782,0.55,63.01,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.513,51.300000000000004
202141,AG,male,1869,sex,348814,221651,0.54,63.54,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.52,52
202142,AG,male,1514,sex,348814,223165,0.43,63.98,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.524,52.400000000000006
202143,AG,male,1352,sex,348814,224517,0.39,64.37,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.536,53.6
202144,AG,male,1110,sex,348814,225627,0.32,64.68,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.539,53.900000000000006
202052,AG,female,6,sex,345258,6,0,0,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.75,75
202053,AG,female,131,sex,345258,137,0.04,0.04,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.701,70.1
202101,AG,female,1312,sex,345258,1449,0.38,0.42,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.525,52.5
202102,AG,female,1875,sex,345258,3324,0.54,0.96,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.55,55.00000000000001
202103,AG,female,3390,sex,345258,6714,0.98,1.94,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.542,54.2
202104,AG,female,3271,sex,345258,9985,0.95,2.89,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.579,57.9
202105,AG,female,3564,sex,345258,13549,1.03,3.92,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.6,60
202106,AG,female,3032,sex,345258,16581,0.88,4.8,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.601,60.099999999999994
202107,AG,female,2855,sex,345258,19436,0.83,5.63,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.543,54.300000000000004
202108,AG,female,4278,sex,345258,23714,1.24,6.87,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.525,52.5
202109,AG,female,4211,sex,345258,27925,1.22,8.09,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.537,53.7
202110,AG,female,4694,sex,345258,32619,1.36,9.45,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.537,53.7
202111,AG,female,2821,sex,345258,35440,0.82,10.26,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.536,53.6
202112,AG,female,4225,sex,345258,39665,1.22,11.49,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.526,52.6
202113,AG,female,4997,sex,345258,44662,1.45,12.94,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.525,52.5
202114,AG,female,6530,sex,345258,51192,1.89,14.83,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.533,53.300000000000004
202115,AG,female,10711,sex,345258,61903,3.1,17.93,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.571,57.099999999999994
202116,AG,female,11208,sex,345258,73111,3.25,21.18,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.51,51
202117,AG,female,8177,sex,345258,81288,2.37,23.54,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.52,52
202118,AG,female,11829,sex,345258,93117,3.43,26.97,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.505,50.5
202119,AG,female,9714,sex,345258,102831,2.81,29.78,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.525,52.5
202120,AG,female,9250,sex,345258,112081,2.68,32.46,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.507,50.7
202121,AG,female,11954,sex,345258,124035,3.46,35.93,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.483,48.3
202122,AG,female,12595,sex,345258,136630,3.65,39.57,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.461,46.1
202123,AG,female,14585,sex,345258,151215,4.22,43.8,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.453,45.300000000000004
202124,AG,female,11573,sex,345258,162788,3.35,47.15,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.443,44.3
202125,AG,female,6647,sex,345258,169435,1.93,49.07,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.466,46.6
202126,AG,female,4755,sex,345258,174190,1.38,50.45,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.486,48.6
202127,AG,female,2730,sex,345258,176920,0.79,51.24,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.479,47.9
202128,AG,female,2644,sex,345258,179564,0.77,52.01,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.48,48
202129,AG,female,2347,sex,345258,181911,0.68,52.69,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.49,49
202130,AG,female,2354,sex,345258,184265,0.68,53.37,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.481,48.1
202131,AG,female,2674,sex,345258,186939,0.77,54.14,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.494,49.4
202132,AG,female,2336,sex,345258,189275,0.68,54.82,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.488,48.8
202133,AG,female,3328,sex,345258,192603,0.96,55.79,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.509,50.9
202134,AG,female,4552,sex,345258,197155,1.32,57.1,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.501,50.1
202135,AG,female,4577,sex,345258,201732,1.33,58.43,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.497,49.7
202136,AG,female,5517,sex,345258,207249,1.6,60.03,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.477,47.699999999999996
202137,AG,female,5540,sex,345258,212789,1.6,61.63,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.46,46
202138,AG,female,3518,sex,345258,216307,1.02,62.65,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.484,48.4
202139,AG,female,2266,sex,345258,218573,0.66,63.31,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.49,49
202140,AG,female,1825,sex,345258,220398,0.53,63.84,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.487,48.699999999999996
202141,AG,female,1726,sex,345258,222124,0.5,64.34,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.48,48
202142,AG,female,1374,sex,345258,223498,0.4,64.73,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.476,47.599999999999994
202143,AG,female,1172,sex,345258,224670,0.34,65.07,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.464,46.400000000000006
202144,AG,female,949,sex,345258,225619,0.27,65.35,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.461,46.1
202052,AG,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202053,AG,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202101,AG,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202102,AG,unknown,1,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202103,AG,unknown,1,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202104,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202105,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202106,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202107,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202108,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202109,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202110,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202111,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202112,AG,unknown,1,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202113,AG,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202114,AG,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202115,AG,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202116,AG,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202117,AG,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202118,AG,unknown,1,sex,NA,4,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202119,AG,unknown,0,sex,NA,4,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202120,AG,unknown,2,sex,NA,6,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202121,AG,unknown,3,sex,NA,9,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202122,AG,unknown,3,sex,NA,12,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202123,AG,unknown,0,sex,NA,12,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202124,AG,unknown,0,sex,NA,12,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202125,AG,unknown,0,sex,NA,12,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202126,AG,unknown,3,sex,NA,15,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202127,AG,unknown,0,sex,NA,15,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202128,AG,unknown,0,sex,NA,15,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202129,AG,unknown,1,sex,NA,16,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202130,AG,unknown,1,sex,NA,17,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202131,AG,unknown,1,sex,NA,18,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202132,AG,unknown,0,sex,NA,18,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202133,AG,unknown,0,sex,NA,18,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202134,AG,unknown,0,sex,NA,18,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202135,AG,unknown,2,sex,NA,20,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202136,AG,unknown,2,sex,NA,22,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202137,AG,unknown,3,sex,NA,25,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202138,AG,unknown,0,sex,NA,25,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202139,AG,unknown,0,sex,NA,25,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202140,AG,unknown,0,sex,NA,25,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202141,AG,unknown,2,sex,NA,27,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.001,0.1
202142,AG,unknown,0,sex,NA,27,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202143,AG,unknown,0,sex,NA,27,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202144,AG,unknown,0,sex,NA,27,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202052,AI,male,8,sex,8361,8,0.1,0.1,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.195,19.5
202053,AI,male,0,sex,8361,8,0,0.1,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,NA,NA
202101,AI,male,150,sex,8361,158,1.79,1.89,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.521,52.1
202102,AI,male,85,sex,8361,243,1.02,2.91,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.497,49.7
202103,AI,male,170,sex,8361,413,2.03,4.94,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.483,48.3
202104,AI,male,42,sex,8361,455,0.5,5.44,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.42,42
202105,AI,male,10,sex,8361,465,0.12,5.56,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.385,38.5
202106,AI,male,39,sex,8361,504,0.47,6.03,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.375,37.5
202107,AI,male,12,sex,8361,516,0.14,6.17,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.414,41.4
202108,AI,male,29,sex,8361,545,0.35,6.52,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.509,50.9
202109,AI,male,39,sex,8361,584,0.47,6.98,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.506,50.6
202110,AI,male,10,sex,8361,594,0.12,7.1,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.625,62.5
202111,AI,male,13,sex,8361,607,0.16,7.26,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.464,46.400000000000006
202112,AI,male,96,sex,8361,703,1.15,8.41,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.39,39
202113,AI,male,264,sex,8361,967,3.16,11.57,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.495,49.5
202114,AI,male,145,sex,8361,1112,1.73,13.3,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.48,48
202115,AI,male,51,sex,8361,1163,0.61,13.91,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.52,52
202116,AI,male,227,sex,8361,1390,2.71,16.62,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.518,51.800000000000004
202117,AI,male,233,sex,8361,1623,2.79,19.41,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.528,52.800000000000004
202118,AI,male,195,sex,8361,1818,2.33,21.74,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.508,50.8
202119,AI,male,218,sex,8361,2036,2.61,24.35,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.522,52.2
202120,AI,male,188,sex,8361,2224,2.25,26.6,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.548,54.800000000000004
202121,AI,male,366,sex,8361,2590,4.38,30.98,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.533,53.300000000000004
202122,AI,male,420,sex,8361,3010,5.02,36,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.547,54.7
202123,AI,male,190,sex,8361,3200,2.27,38.27,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.554,55.400000000000006
202124,AI,male,65,sex,8361,3265,0.78,39.05,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.481,48.1
202125,AI,male,79,sex,8361,3344,0.94,40,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.648,64.8
202126,AI,male,58,sex,8361,3402,0.69,40.69,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.592,59.199999999999996
202127,AI,male,52,sex,8361,3454,0.62,41.31,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.627,62.7
202128,AI,male,47,sex,8361,3501,0.56,41.87,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.522,52.2
202129,AI,male,16,sex,8361,3517,0.19,42.06,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.457,45.7
202130,AI,male,46,sex,8361,3563,0.55,42.61,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.495,49.5
202131,AI,male,51,sex,8361,3614,0.61,43.22,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.515,51.5
202132,AI,male,43,sex,8361,3657,0.51,43.74,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.494,49.4
202133,AI,male,65,sex,8361,3722,0.78,44.52,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.485,48.5
202134,AI,male,121,sex,8361,3843,1.45,45.96,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.5,50
202135,AI,male,106,sex,8361,3949,1.27,47.23,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.48,48
202136,AI,male,122,sex,8361,4071,1.46,48.69,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.547,54.7
202137,AI,male,200,sex,8361,4271,2.39,51.08,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.543,54.300000000000004
202138,AI,male,68,sex,8361,4339,0.81,51.9,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.496,49.6
202139,AI,male,44,sex,8361,4383,0.53,52.42,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.44,44
202140,AI,male,53,sex,8361,4436,0.63,53.06,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.546,54.6
202141,AI,male,34,sex,8361,4470,0.41,53.46,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.531,53.1
202142,AI,male,21,sex,8361,4491,0.25,53.71,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.488,48.8
202143,AI,male,15,sex,8361,4506,0.18,53.89,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.326,32.6
202144,AI,male,16,sex,8361,4522,0.19,54.08,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.516,51.6
202052,AI,female,33,sex,7932,33,0.42,0.42,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.805,80.5
202053,AI,female,0,sex,7932,33,0,0.42,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,NA,NA
202101,AI,female,138,sex,7932,171,1.74,2.16,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.479,47.9
202102,AI,female,86,sex,7932,257,1.08,3.24,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.503,50.3
202103,AI,female,182,sex,7932,439,2.29,5.53,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.517,51.7
202104,AI,female,58,sex,7932,497,0.73,6.27,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.58,57.99999999999999
202105,AI,female,16,sex,7932,513,0.2,6.47,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.615,61.5
202106,AI,female,65,sex,7932,578,0.82,7.29,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.625,62.5
202107,AI,female,17,sex,7932,595,0.21,7.5,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.586,58.599999999999994
202108,AI,female,28,sex,7932,623,0.35,7.85,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.491,49.1
202109,AI,female,38,sex,7932,661,0.48,8.33,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.494,49.4
202110,AI,female,6,sex,7932,667,0.08,8.41,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.375,37.5
202111,AI,female,15,sex,7932,682,0.19,8.6,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.536,53.6
202112,AI,female,150,sex,7932,832,1.89,10.49,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.61,61
202113,AI,female,269,sex,7932,1101,3.39,13.88,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.505,50.5
202114,AI,female,157,sex,7932,1258,1.98,15.86,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.52,52
202115,AI,female,47,sex,7932,1305,0.59,16.45,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.48,48
202116,AI,female,211,sex,7932,1516,2.66,19.11,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.482,48.199999999999996
